InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
1a2bead1-a985-44e6-966c-44c4a77afe37,"After  gathering all of the items for our party, I invited our friends.",Most of the were excited to come over for food!,It took about an hour but they all arrived on time.,After the arrived we began eating and enjoying ourselves.,I couldn't wait for my friends to leave.,I loved throwing parties.,2
ed448375-accb-4425-b7ed-e5af03f0d477,Tom fond that he was no longer happy in his job.,Tom decided that it was time to find a new job.,Tom looked through the want ads and put in applications.,Tom went on job interviews and talked to a lot of people.,He finally received a job offer.,Tom was sad about leaving his miserable job.,1
5488ad4e-968e-4113-b3f1-23a27e40e52a,Paul graduated from high school.,He did not get accepted into college.,His mom advised him to get a job.,Paul agreed.,Paul was furious with his mom.,Paul got a job.,2
0aa4d795-2af4-489d-84d2-a3476cfc9019,Harvey's roommates teased him about being so thin.,They were egotistical football players.,"They challenged Harvey to a ping pong game, expecting him to lose.",But they did not know that Harvey was a nationally ranked player.,"Harvey choked, and lost every match he played.",They all sat with their mouths open as Harvey beat them all.,2
666d1b41-7e20-41cc-b6a7-5bc3eb9ed7b7,I think yesterday was when I realized I shouldn't be a mathematician.,"I was at the grocery store, restocking for next week.","I had bought around twenty items, and thought I was under my budget.","When I went to check out, I was ten dollars over!",I then realized that I was not good at math.,Then I knew that I was great at math!,1
08f3861d-5511-4f65-9611-0c67ec71561c,My family's red car broke down last year.,Our family needed a 2 door car that had good gas mileage.,We visited a few people who were selling cars.,My parents searched multiple dealerships.,They bought another red car.,My parents bought matching mopeds.,1
05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c,Gina's phone died as they drove on the highway.,"She plugged it in the front seat, but she was in the backseat.",She was bored without her phone so she tried to reach it.,She was on the end and it was too far.,She acted like a brat and threw a tantrum.,Gina doesn't care about electronics.,1
e7be4ea9-4bb9-4141-90d5-351d6377c9fc,I was just sitting on the porch enjoying my day.,"When out of the blue, a loud bang disturbed my peace.",I jumped up in surprise.,The door had slammed open.,I realized I needed noise to sleep.,I realized it had only been the wind.,2
8e5c1dce-bed9-4754-9565-89b1d10b1aec,Gina's local library had no books on dolphins.,She needed to find another library.,The closest one was downtown.,Her mother refused to take her.,Gina and her mother went immediately.,Gina decided to walk instead.,2
9a37e0a5-a537-4af1-ab7d-c39c440ee8d6,Alan got a gun for his 18th birthday.,His dad took him to the range to practice shooting.,Alan was a terrible shot!,But he persevered and practiced a lot.,He then went to sleep.,He now loves to go hunting.,2
0e499832-cc4e-459d-a066-de6e73aa77f9,"Jay was finishing up lunch at McDonald's, throwing away his trash.","As soon as he threw it away, he realized there was a promo happening.",There were some game pieces on his fry box so he fished it out.,He peeled off the game piece and couldn't believe it.,Jay thought Burger King was awesome.,He'd dug in the trash for nothing.,2
1b99f1e5-e8e4-4ae9-b05b-e5c8324e8768,There once was a man named John.,He worked in a factory.,The factory fired him for poor work.,"As a result, he had to find other work.",John was a troubled worker.,John was an outstanding worker.,1
66c79a45-25be-4066-9d36-016637bd57c5,Kev's dad asked to take him hunting.,Kev said he'd consider it.,Then he decided he didn't like hunting.,He thought it was cruelty to animals.,Kev was excited to try out his new gun.,Kev decided not to come hunting.,2
598c2da4-91cb-4adb-8d09-0de672cdebe8,When Emily was young she got to go to her first concert.,She was nervous because of all of the people at the concert.,Emily was very excited to see her favorite artist on the stage.,The concert ticket was a gift for Emily for her birthday.,Emily decided she didn't want the concert ticket.,This was the best birthday gift Emily had ever had.,2
d46e5bd9-8a43-4670-b8c7-fe56f59cceae,Lina wanted to fry donuts.,She got an application for the donut shop.,"To her delight, she had been hired!",She started to go to work frying donuts.,Lina hated donuts.,Lina loved her new job.,2
5183072a-7b29-4a2e-80bb-120f3fcd8bda,My class went to the Everglades for our field trip.,We did some sightseeing in several of the forests.,We also got the opportunity to travel in water.,The bus ride home was long and boring.,I was invigorated when I got home.,I was tired when I got home.,2
70e3a2c2-6e8a-46cd-9948-2005e1e6bfac,A group of workers from Mechanical Turk joined a forum.,They formed a clique and demanded more and more power.,"Andy, the forum owner, had enough, and told them as much.",They haughtily stomped off to make a forum of only themselves.,The new forum was theirs to rule.,They returned to the forum later because they liked it so much.,1
f2d60888-a0aa-4da4-b744-57ac10ae6dc2,"Donna's toddler son, Ty, didn't like having his nails clipped.",The child's nails had grown longer than she was comfortable with.,Donna decided to wait until he was asleep.,"Once Ty was napping, Donna quietly clipped each nail.",Donna had a much easier time because Ty was asleep.,Donna wished I would wake up.,1
52255569-a048-4098-b40a-a9a96bbc754f,Gina didn't want to sit at her desk near her old friends.,She could feel the tension between them.,She decided to ask to go to the library.,Her teacher agreed to allow her to go for an hour.,Gina was angry that she went to the library.,Gina felt more calm once she arrived in the library.,2
8585d876-38ad-4846-a5b1-3b8fbd3d8f72,Vivienne wanted to move from France to America.,Part of the immigration process was an interview about her intentions.,Vivienne did not have any goals or career aspirations.,The interview did not go well.,Vivienne soon received her visa in the mail.,Vivienne was not granted a visa.,2
a7dcd6a0-c9a3-4aa0-b2ed-3e80a03b2dc7,Frank filled up dozens of water balloons to throw at this sister.,Little did he know she was ready for him.,"When he started the attack, she pulled out a huge water gun.",It was much more effective than his balloons.,Frank enrolled in a marine biology class.,Frank bought a water gun the next day.,2
1658b490-24a4-4f83-a42b-e6c679d0c2c2,Gina's dad pulled into the 24 hour Walgreen's parking lot.,It was nearly 4 AM but everyone went inside.,They needed toothbrushes before they went to grandma's house.,It was Gina's job to pack them before they left.,Gina's family was glad that their toothbrushes weren't packed.,Gina felt guilty about forgetting everyone's toothbrushes.,2
796ab4ea-12d3-489a-b7e8-fce2b430107c,John was excited to have a job interview.,He went to the interview very prepared and nicely dressed.,During the interview he was very talkative and likable.,The manager of the company was really impressed by John's comments.,John commented on how badly run he thought the place was.,The manager decided to offer John the job.,2
09609ed5-1852-4e76-af8d-f08de3742d15,Ben wanted a glass of orange juice.,There was none in the house.,"However, there was a bag of oranges.",He halved a few of them and got out the juicer.,Ben made freshly squeezed orange juice from the oranges.,Ben sipped his apple juice contently.,1
fa694d55-2291-467e-837e-cee613230e8c,Reg was hoping for a snow day.,There was a bad storm overnight.,He got his wish and school was canceled!,He spent the whole day playing in the snow making snowmen.,Reg hoped it would never snow again.,Reg hoped he would get another snow day soon.,2
37c168f2-e2cc-4117-879a-abcce85af37f,Caroline never drinks carbonated beverages.,Her friends pick on her because of it.,One day they challenged her to drink a soda.,Caroline wanted to win the challenge.,Caroline refused to open the soda.,Caroline opened the soda and drank it all in one gulp!,2
fb9f8eff-5f05-4cd8-bb99-3ca886845607,Tom and Cindy were eating marshmallows.,But Tom began to get tired of it.,Cindy suggested roasting the marshmallows.,And Tom agreed with her suggestion.,Tom got up and went for a swim.,Tom enjoyed the roasted marshmallows.,2
b0c7b950-cea5-460f-b573-a55e692120bc,Bob was at the grocery store.,"At check out, he realized he forgot his credit card.",The woman behind him offered to buy his groceries.,Bob was so appreciative.,He promised to pay her back.,Bob ran away in terror.,1
5df5e38b-ea80-4122-b43e-1cf116a83e6a,John bought a new gun.,He loved all the safety features.,He was showing it off to his friend.,It accidentally went off.,John did not have a gun.,John was surprised.,2
ba6d9c84-d0d1-4806-964d-2573c08e67c5,Neil was visiting the city of Luxor.,He took a tour to learn about Egyptian history.,They learned a lot of facts.,Then they had a picnic lunch on the banks of the Nile.,Neil was not interested in Egyptian history.,Neil had an amazing educational and cultural experience.,2
98826835-a7e8-4441-b37c-36f2179d7651,John wasn't adventurous about trying new food.,His mom always made him try 2 bites of something new.,"If he didn't like it, he didn't have to eat any more.",One day she gave him a slimy looking food called papaya.,John knew his papaya farm needed new capital investment.,"John ate, but told his mom that he never wanted to eat it again.",2
cc2f14bc-8e8d-4c36-9a14-a7e9e89ac52e,I have a favorite pair of socks.,Last week I was doing laundry.,One of the two was lost.,I looked everywhere and couldn't find it.,All my socks were accounted for.,Eventually it turned up.,2
bb4840dc-d637-4183-809a-567bb67e9935,Alex ran across town to get to a friends house.,He didn't know his shoe was untied.,He had ran for three block when it happened.,He tripped on that shoelace of his.,Alex next ran for a seat on the school board.,Alex resolved to always check his shoelaces before leaving.,2
08e30459-3e8f-43f0-ac30-a4f367168e45,Sal liked magic.,He always tried to pulled tricks for his family.,He tried to pull a rabbit out of his hat on day.,But the hat ripped and the rabbit fell through.,The people watching him congratulated him.,And thus Sal gave up on magic.,2
c4d8548b-b1a0-4d5c-8004-bbe77d21b4a4,Javier always noticed the kids playing handball near his house.,He wanted to join them but he was intimidated.,One day he summoned the courage to play handball with them.,He found that they were actually very nice.,Javier went to the convenience store after school.,Javier began playing handball with them regularly.,2
